Seller_id,Recency,Frequency,Total,R,F,M,RFM_score
SELLER_1665,119,1,188.31,2,1,1,211
SELLER_1666,542,1,176.76,1,1,1,111
SELLER_1667,196,18,14565.74,2,4,5,245
SELLER_1668,17,11,915.64,4,4,3,443
SELLER_1669,31,5,409.24,4,3,2,432
SELLER_1670,9,14,2566.9700000000003,5,4,4,544
SELLER_1671,224,73,4762.87,2,5,4,254
SELLER_1672,449,2,326.08000000000004,1,2,2,122
SELLER_1673,342,1,289.03999999999996,1,1,2,112
SELLER_1674,78,25,2568.75,3,4,4,344
SELLER_1675,26,52,5140.89,4,5,4,454
SELLER_1676,231,1,67.00999999999999,2,1,1,211
SELLER_1677,29,29,2996.0,4,4,4,444
SELLER_1678,4,1462,176300.16,5,5,5,555
SELLER_1679,162,7,2971.55,2,3,4,234
SELLER_1680,525,7,1482.47,1,3,3,133
SELLER_1681,12,5,876.7,5,3,3,533
SELLER_1682,663,1,266.11,1,1,2,112
SELLER_1683,15,15,24487.6,4,4,5,445
SELLER_1684,46,78,3803.46,3,5,4,354
SELLER_1685,17,129,24375.49,4,5,5,455
SELLER_1686,151,3,315.43999999999994,2,2,2,222
SELLER_1687,7,23,3634.87,5,4,4,544
SELLER_1688,13,96,11086.7,4,5,5,455
SELLER_1689,229,14,1483.48,2,4,3,243
SELLER_1690,362,9,383.66,1,3,2,132
SELLER_1691,26,16,951.17,4,4,3,443
SELLER_1692,46,1,65.94,3,1,1,311
SELLER_1693,4,86,5755.0599999999995,5,5,5,555
SELLER_1694,126,24,2109.57,2,4,4,244
SELLER_1695,12,80,5978.5,5,5,5,555
SELLER_1696,5,735,119155.67,5,5,5,555
SELLER_1697,76,3,125.92999999999999,3,2,1,321
SELLER_1698,15,11,1015.9300000000001,4,4,3,443
SELLER_1699,6,33,3851.59,5,4,4,544
SELLER_1700,8,13,436.52,5,4,2,542
SELLER_1701,112,6,518.69,2,3,2,232
SELLER_1702,43,3,130.64999999999998,3,2,1,321
SELLER_1703,194,1,27.689999999999998,2,1,1,211
SELLER_1704,172,14,1199.1,2,4,3,243
SELLER_1705,186,1,109.89999999999999,2,1,1,211
SELLER_1706,7,265,32726.230000000003,5,5,5,555
SELLER_1707,11,177,6119.65,5,5,5,555
SELLER_1708,82,1,72.1,3,1,1,311
SELLER_1709,339,4,884.31,1,2,3,123
SELLER_1710,451,1,339.85999999999996,1,1,2,112
SELLER_1711,153,4,303.14,2,2,2,222
SELLER_1712,89,1,38.37,3,1,1,311
SELLER_1713,38,69,4908.99,3,5,4,354
SELLER_1714,6,28,3672.17,5,4,4,544
SELLER_1715,12,5,301.77,5,3,2,532
SELLER_1716,35,1,131.37,3,1,1,311
SELLER_1717,41,2,828.67,3,2,3,323
SELLER_1718,80,3,323.46,3,2,2,322
SELLER_1719,28,5,1097.8500000000001,4,3,3,433
SELLER_1720,7,26,1131.58,5,4,3,543
SELLER_1721,519,2,265.51,1,2,2,122
SELLER_1722,79,2,813.02,3,2,3,323
SELLER_1723,13,2,254.98000000000002,4,2,2,422
SELLER_1724,265,4,892.03,1,2,3,123
SELLER_1725,8,1,422.47,5,1,2,512
SELLER_1726,8,2,160.62,5,2,1,521
SELLER_1727,88,1,49.69,3,1,1,311
SELLER_1728,59,13,1084.92,3,4,3,343
SELLER_1729,20,291,34350.53,4,5,5,455
SELLER_1730,13,132,15905.29,4,5,5,455
SELLER_1731,24,1,60.4,4,1,1,411
SELLER_1732,8,86,12826.69,5,5,5,555
SELLER_1733,81,35,2746.47,3,4,4,344
SELLER_1734,58,78,13843.86,3,5,5,355
SELLER_1735,250,2,321.88,1,2,2,122
SELLER_1736,37,16,1544.59,3,4,3,343
SELLER_1737,321,9,2190.66,1,3,4,134
SELLER_1738,7,2,119.9,5,2,1,521
SELLER_1739,24,11,704.06,4,4,3,443
SELLER_1740,24,8,10305.62,4,3,5,435
SELLER_1741,248,1,73.21000000000001,1,1,1,111
SELLER_1742,48,6,1173.9299999999998,3,3,3,333
SELLER_1743,77,3,108.98,3,2,1,321
SELLER_1744,85,3,632.68,3,2,3,323
SELLER_1745,257,10,1308.04,1,3,3,133
SELLER_1746,116,13,1483.43,2,4,3,243
SELLER_1747,383,4,376.82000000000005,1,2,2,122
SELLER_1748,7,160,13916.539999999999,5,5,5,555
SELLER_1749,47,135,14969.99,3,5,5,355
SELLER_1750,493,1,222.13,1,1,2,112
SELLER_1751,21,2,185.87,4,2,1,421
SELLER_1752,551,1,64.42,1,1,1,111
SELLER_1753,31,232,31334.8,4,5,5,455
SELLER_1754,18,17,6816.18,4,4,5,445
SELLER_1755,3,98,9162.9,5,5,5,555
SELLER_1756,178,7,327.4,2,3,2,232
SELLER_1757,499,1,30.86,1,1,1,111
SELLER_1758,452,5,1099.5900000000001,1,3,3,133
SELLER_1759,20,13,1502.02,4,4,3,443
SELLER_1760,62,23,5191.54,3,4,4,344
SELLER_1761,7,242,11492.029999999999,5,5,5,555
SELLER_1762,7,42,6649.24,5,5,5,555
SELLER_1763,43,1,121.51,3,1,1,311
SELLER_1764,303,3,649.55,1,2,3,123
SELLER_1765,307,9,2509.6800000000003,1,3,4,134
SELLER_1766,16,16,1946.45,4,4,4,444
SELLER_1767,13,7,13461.57,4,3,5,435
SELLER_1768,5,3,566.19,5,2,2,522
SELLER_1769,8,20,2708.23,5,4,4,544
SELLER_1770,117,3,905.8500000000001,2,2,3,223
SELLER_1771,520,8,252.77,1,3,2,132
SELLER_1772,291,27,1733.1799999999998,1,4,4,144
SELLER_1773,10,166,12570.44,5,5,5,555
SELLER_1774,395,4,367.39,1,2,2,122
SELLER_1775,540,1,29.42,1,1,1,111
SELLER_1776,127,31,5691.09,2,4,5,245
SELLER_1777,32,29,3730.69,4,4,4,444
SELLER_1778,36,8,5424.76,3,3,5,335
SELLER_1779,90,5,581.76,3,3,2,332
SELLER_1780,114,4,237.8,2,2,2,222
SELLER_1781,142,1,1511.86,2,1,3,213
SELLER_1782,479,2,214.1,1,2,2,122
SELLER_1783,21,52,8497.94,4,5,5,455
SELLER_1784,6,173,59911.74,5,5,5,555
SELLER_1785,97,11,3078.8999999999996,2,4,4,244
SELLER_1786,7,81,14299.13,5,5,5,555
SELLER_1787,7,2,148.12,5,2,1,521
SELLER_1788,500,2,228.72000000000003,1,2,2,122
SELLER_1789,395,7,5105.98,1,3,4,134
SELLER_1790,546,1,577.0,1,1,2,112
SELLER_1791,8,465,21568.96,5,5,5,555
SELLER_1792,21,132,14843.17,4,5,5,455
SELLER_1793,160,1,66.89,2,1,1,211
SELLER_1794,117,8,218.82,2,3,2,232
SELLER_1795,34,36,3800.79,4,5,4,454
SELLER_1796,49,21,727.3299999999999,3,4,3,343
SELLER_1797,76,22,1711.69,3,4,4,344
SELLER_1798,78,19,1309.03,3,4,3,343
SELLER_1799,17,1,74.63,4,1,1,411
SELLER_1800,38,1,219.54000000000002,3,1,2,312
SELLER_1801,16,97,5367.900000000001,4,5,4,454
SELLER_1802,238,38,2837.64,2,5,4,254
SELLER_1803,86,15,2378.63,3,4,4,344
SELLER_1804,34,9,1201.28,4,3,3,433
SELLER_1805,147,1,44.33,2,1,1,211
SELLER_1806,415,2,164.85000000000002,1,2,1,121
SELLER_1807,235,1,182.45,2,1,1,211
SELLER_1808,14,37,7701.18,4,5,5,455
SELLER_1809,18,4,2000.26,4,2,4,424
SELLER_1810,41,13,1258.72,3,4,3,343
SELLER_1811,216,1,71.15,2,1,1,211
SELLER_1812,9,236,27548.94,5,5,5,555
SELLER_1813,17,5,1924.1499999999999,4,3,4,434
SELLER_1814,448,1,147.59,1,1,1,111
SELLER_1815,11,11,1456.8,5,4,3,543
SELLER_1816,7,9,635.31,5,3,3,533
SELLER_1817,111,5,1611.5499999999997,2,3,3,233
SELLER_1818,44,1,29.43,3,1,1,311
SELLER_1819,321,215,14481.630000000001,1,5,5,155
SELLER_1820,99,16,707.94,2,4,3,243
SELLER_1821,27,50,3501.4599999999996,4,5,4,454
SELLER_1822,13,128,9038.62,4,5,5,455
SELLER_1823,5,191,19391.98,5,5,5,555
SELLER_1824,80,3,288.01,3,2,2,322
SELLER_1825,87,1,139.53,3,1,1,311
SELLER_1826,11,351,48110.479999999996,5,5,5,555
SELLER_1827,20,16,1249.95,4,4,3,443
SELLER_1828,481,9,1107.6200000000001,1,3,3,133
SELLER_1829,11,4,283.6,5,2,2,522
SELLER_1830,7,43,1395.24,5,5,3,553
SELLER_1831,420,3,339.29,1,2,2,122
SELLER_1832,22,3,1503.4499999999998,4,2,3,423
SELLER_1833,78,96,5029.37,3,5,4,354
SELLER_1834,229,9,1229.4,2,3,3,233
SELLER_1835,8,3,1124.6,5,2,3,523
SELLER_1836,553,2,1247.81,1,2,3,123
SELLER_1837,31,9,1311.03,4,3,3,433
SELLER_1838,99,2,557.8499999999999,2,2,2,222
SELLER_1839,48,1,233.38000000000002,3,1,2,312
SELLER_1840,16,15,1090.83,4,4,3,443
SELLER_1841,9,23,2601.38,5,4,4,544
SELLER_1842,142,6,931.5699999999999,2,3,3,233
SELLER_1843,264,5,1533.71,1,3,3,133
SELLER_1844,7,55,2861.74,5,5,4,554
SELLER_1845,8,82,5258.45,5,5,4,554
SELLER_1846,13,6,1185.55,4,3,3,433
SELLER_1847,446,1,120.30000000000001,1,1,1,111
SELLER_1848,94,4,825.98,2,2,3,223
SELLER_1849,47,37,1470.1,3,5,3,353
SELLER_1850,235,1,137.09,2,1,1,211
SELLER_1851,90,3,471.61,3,2,2,322
SELLER_1852,332,10,701.25,1,3,3,133
SELLER_1853,6,1,1370.41,5,1,3,513
SELLER_1854,394,1,185.88,1,1,1,111
SELLER_1855,243,10,1654.32,2,3,3,233
SELLER_1856,6,195,11595.44,5,5,5,555
SELLER_1857,34,118,8768.26,4,5,5,455
SELLER_1858,16,1,98.42,4,1,1,411
SELLER_1859,69,15,1001.32,3,4,3,343
SELLER_1860,6,25,10903.470000000001,5,4,5,545
SELLER_1861,449,8,336.49,1,3,2,132
SELLER_1862,5,1,108.63000000000001,5,1,1,511
SELLER_1863,5,37,2444.44,5,5,4,554
SELLER_1864,132,1,137.1,2,1,1,211
SELLER_1865,68,5,210.9,3,3,2,332
SELLER_1866,4,8,1746.14,5,3,4,534
SELLER_1867,76,5,2484.3,3,3,4,334
SELLER_1868,275,12,803.05,1,4,3,143
SELLER_1869,45,108,11706.59,3,5,5,355
SELLER_1870,477,3,373.38,1,2,2,122
SELLER_1871,124,3,174.8,2,2,1,221
SELLER_1872,21,2,81.72,4,2,1,421
SELLER_1873,5,8,838.94,5,3,3,533
SELLER_1874,109,11,1245.58,2,4,3,243
SELLER_1875,535,2,734.75,1,2,3,123
SELLER_1876,22,7,550.36,4,3,2,432
SELLER_1877,8,11,836.83,5,4,3,543
SELLER_1878,16,39,5837.68,4,5,5,455
SELLER_1879,15,2,334.3,4,2,2,422
SELLER_1880,17,9,1845.1499999999999,4,3,4,434
SELLER_1881,18,22,4692.77,4,4,4,444
SELLER_1882,248,2,229.9,1,2,2,122
SELLER_1884,7,41,7898.97,5,5,5,555
SELLER_1885,38,80,15063.77,3,5,5,355
SELLER_1886,40,809,76400.62,3,5,5,355
SELLER_1887,52,3,368.93,3,2,2,322
SELLER_1888,8,24,7472.63,5,4,5,545
SELLER_1889,77,11,567.4,3,4,2,342
SELLER_1890,8,33,2036.3700000000001,5,4,4,544
SELLER_1891,3,90,7905.34,5,5,5,555
SELLER_1892,29,68,14358.6,4,5,5,455
SELLER_1893,21,52,2697.63,4,5,4,454
SELLER_1894,28,5,219.75,4,3,2,432
SELLER_1895,85,2,182.33999999999997,3,2,1,321
SELLER_1896,25,81,9082.73,4,5,5,455
SELLER_1897,12,49,3162.09,5,5,4,554
SELLER_1898,204,20,1358.32,2,4,3,243
SELLER_1899,5,82,12400.800000000001,5,5,5,555
SELLER_1900,144,8,1621.13,2,3,3,233
SELLER_1901,18,8,916.94,4,3,3,433
SELLER_1902,662,1,91.16,1,1,1,111
SELLER_1903,41,4,1001.71,3,2,3,323
SELLER_1904,277,1,729.65,1,1,3,113
SELLER_1905,5,132,17620.55,5,5,5,555
SELLER_1906,6,3,992.52,5,2,3,523
SELLER_1907,375,2,125.0,1,2,1,121
SELLER_1908,185,13,946.43,2,4,3,243
SELLER_1909,111,14,2498.77,2,4,4,244
SELLER_1910,30,29,3571.62,4,4,4,444
SELLER_1911,97,10,973.71,2,3,3,233
SELLER_1912,13,4,482.73,4,2,2,422
SELLER_1913,36,32,23272.78,3,4,5,345
SELLER_1914,399,1,219.06,1,1,2,112
SELLER_1915,494,2,69.28,1,2,1,121
SELLER_1916,292,1,190.98,1,1,1,111
SELLER_1917,30,87,9656.93,4,5,5,455
SELLER_1918,35,26,5116.35,3,4,4,344
SELLER_1919,85,14,1880.0,3,4,4,344
SELLER_1920,46,8,1264.58,3,3,3,333
SELLER_1921,34,15,907.99,4,4,3,443
SELLER_1922,4,13,860.99,5,4,3,543
SELLER_1923,109,1,249.39000000000001,2,1,2,212
SELLER_1924,265,10,436.84999999999997,1,3,2,132
SELLER_1925,385,1,164.71,1,1,1,111
SELLER_1926,22,5,219.41,4,3,2,432
SELLER_1927,14,67,4818.46,4,5,4,454
SELLER_1928,470,6,413.26000000000005,1,3,2,132
SELLER_1929,28,11,485.04999999999995,4,4,2,442
SELLER_1930,28,16,1061.28,4,4,3,443
SELLER_1931,187,2,125.74000000000001,2,2,1,221
SELLER_1932,9,14,641.38,5,4,3,543
SELLER_1933,6,172,5957.15,5,5,5,555
SELLER_1934,248,8,2634.83,1,3,4,134
SELLER_1935,64,104,10373.820000000002,3,5,5,355
SELLER_1936,249,2,726.15,1,2,3,123
SELLER_1937,3,4,395.32,5,2,2,522
SELLER_1938,179,1,306.2,2,1,2,212
SELLER_1939,100,7,1493.23,2,3,3,233
SELLER_1940,16,4,2275.8199999999997,4,2,4,424
SELLER_1941,27,3,156.02,4,2,1,421
SELLER_1942,126,58,6469.7,2,5,5,255
SELLER_1943,105,8,908.1700000000001,2,3,3,233
SELLER_1944,7,7,620.8700000000001,5,3,3,533
SELLER_1945,26,27,7716.24,4,4,5,445
SELLER_1946,5,32,5644.110000000001,5,4,5,545
SELLER_1947,50,23,784.34,3,4,3,343
SELLER_1948,81,5,8359.02,3,3,5,335
SELLER_1949,7,33,5890.4,5,4,5,545
SELLER_1950,285,13,2014.07,1,4,4,144
SELLER_1951,7,41,7072.63,5,5,5,555
SELLER_1952,250,2,171.39000000000001,1,2,1,121
SELLER_1953,244,8,396.14,2,3,2,232
SELLER_1954,89,9,1481.91,3,3,3,333
SELLER_1955,660,1,87.29,1,1,1,111
SELLER_1956,159,81,19282.41,2,5,5,255
SELLER_1957,20,83,6254.87,4,5,5,455
SELLER_1958,35,2,210.75,3,2,2,322
SELLER_1959,75,1,343.74,3,1,2,312
SELLER_1960,6,63,44611.51,5,5,5,555
SELLER_1961,3,7,941.9300000000001,5,3,3,533
SELLER_1962,44,14,1910.8700000000001,3,4,4,344
SELLER_1963,7,9,2145.04,5,3,4,534
SELLER_1964,4,47,10281.17,5,5,5,555
SELLER_1965,15,25,4247.94,4,4,4,444
SELLER_1966,176,16,8487.22,2,4,5,245
SELLER_1967,9,27,3935.7000000000003,5,4,4,544
SELLER_1968,94,15,3078.77,2,4,4,244
SELLER_1969,46,18,2395.31,3,4,4,344
SELLER_1970,13,1,322.89,4,1,2,412
SELLER_1971,99,5,379.48,2,3,2,232
SELLER_1972,20,109,10639.35,4,5,5,455
SELLER_1973,363,70,6862.49,1,5,5,155
SELLER_1974,3,1127,157094.36000000002,5,5,5,555
SELLER_1975,28,5,460.42999999999995,4,3,2,432
SELLER_1976,30,68,13745.79,4,5,5,455
SELLER_1977,25,101,5270.27,4,5,4,454
SELLER_1978,62,2,5766.59,3,2,5,325
SELLER_1979,8,1,109.12,5,1,1,511
SELLER_1980,34,257,14426.61,4,5,5,455
SELLER_1981,79,15,846.08,3,4,3,343
SELLER_1982,76,11,484.57,3,4,2,342
SELLER_1983,110,1,335.09,2,1,2,212
SELLER_1984,12,34,6834.54,5,4,5,545
SELLER_1985,8,5,8483.35,5,3,5,535
SELLER_1986,11,35,5017.04,5,4,4,544
SELLER_1987,417,1,25.689999999999998,1,1,1,111
SELLER_1988,234,12,567.71,2,4,2,242
SELLER_1989,15,53,10370.36,4,5,5,455
SELLER_1990,73,85,46149.82,3,5,5,355
SELLER_1991,69,7,833.41,3,3,3,333
SELLER_1992,225,1,96.33,2,1,1,211
SELLER_1993,81,1,91.06,3,1,1,311
SELLER_1994,47,6,218.7,3,3,2,332
SELLER_1995,24,1,280.65,4,1,2,412
SELLER_1996,10,65,13098.95,5,5,5,555
SELLER_1997,71,20,1334.31,3,4,3,343
SELLER_1998,67,12,880.6800000000001,3,4,3,343
SELLER_1999,30,1,53.64,4,1,1,411
SELLER_2000,40,19,1030.18,3,4,3,343
SELLER_2001,92,2,258.87,2,2,2,222
SELLER_2002,506,1,714.91,1,1,3,113
SELLER_2003,8,156,74188.47,5,5,5,555
SELLER_2004,46,2,280.93,3,2,2,322
SELLER_2005,57,40,4321.37,3,5,4,354
SELLER_2006,18,2,104.92999999999999,4,2,1,421
SELLER_2007,15,156,5738.61,4,5,5,455
SELLER_2008,117,9,1700.09,2,3,4,234
SELLER_2009,52,18,5687.34,3,4,5,345
SELLER_2010,5,88,21726.84,5,5,5,555
SELLER_2011,26,1,252.53,4,1,2,412
SELLER_2012,118,36,3295.89,2,5,4,254
SELLER_2013,45,2,254.5,3,2,2,322
SELLER_2014,542,1,1323.79,1,1,3,113
SELLER_2015,199,5,274.90999999999997,2,3,2,232
SELLER_2016,42,75,4108.95,3,5,4,354
SELLER_2017,24,6,631.88,4,3,3,433
SELLER_2018,5,142,8549.09,5,5,5,555
SELLER_2019,171,37,6953.42,2,5,5,255
SELLER_2020,258,1,92.78,1,1,1,111
SELLER_2021,432,17,1569.24,1,4,3,143
SELLER_2022,7,4,385.99,5,2,2,522
SELLER_2023,137,26,9351.6,2,4,5,245
SELLER_2024,196,5,253.19,2,3,2,232
SELLER_2025,151,12,1619.94,2,4,3,243
SELLER_2026,181,7,312.57,2,3,2,232
SELLER_2027,86,10,2218.17,3,3,4,334
SELLER_2028,6,402,51613.32,5,5,5,555
SELLER_2029,25,39,8086.27,4,5,5,455
SELLER_2030,327,1,1083.96,1,1,3,113
SELLER_2031,311,6,1125.49,1,3,3,133
SELLER_2032,161,9,864.1,2,3,3,233
SELLER_2033,26,13,894.72,4,4,3,443
SELLER_2034,297,48,7302.33,1,5,5,155
SELLER_2035,28,19,1567.1499999999999,4,4,3,443
SELLER_2036,17,9,1402.4,4,3,3,433
SELLER_2037,553,8,474.35,1,3,2,132
SELLER_2038,226,2,4184.77,2,2,4,224
SELLER_2039,19,75,5483.17,4,5,5,455
SELLER_2040,168,6,405.27,2,3,2,232
SELLER_2041,84,10,2413.37,3,3,4,334
SELLER_2042,55,12,886.89,3,4,3,343
SELLER_2043,7,45,3737.88,5,5,4,554
SELLER_2044,662,4,225.62,1,2,2,122
SELLER_2045,6,99,7603.22,5,5,5,555
SELLER_2046,95,5,1692.9,2,3,4,234
SELLER_2047,81,20,8272.4,3,4,5,345
SELLER_2048,158,23,1128.21,2,4,3,243
SELLER_2049,47,1,213.97,3,1,2,312
SELLER_2050,10,79,4581.03,5,5,4,554
SELLER_2051,86,12,2287.75,3,4,4,344
SELLER_2052,11,7,734.57,5,3,3,533
SELLER_2053,159,3,246.22000000000003,2,2,2,222
SELLER_2054,13,115,9490.72,4,5,5,455
SELLER_2055,53,3,490.42,3,2,2,322
SELLER_2056,14,1,48.81,4,1,1,411
SELLER_2057,17,32,3661.6800000000003,4,4,4,444
SELLER_2058,13,2,86.25999999999999,4,2,1,421
SELLER_2059,32,5,425.15,4,3,2,432
SELLER_2060,452,84,14980.43,1,5,5,155
SELLER_2061,503,9,2196.04,1,3,4,134
SELLER_2062,234,7,1768.9,2,3,4,234
SELLER_2063,166,9,3628.17,2,3,4,234
SELLER_2064,253,1,49.120000000000005,1,1,1,111
SELLER_2065,266,4,230.51999999999998,1,2,2,122
SELLER_2066,339,11,1101.41,1,4,3,143
SELLER_2067,78,97,13732.3,3,5,5,355
SELLER_2068,15,22,1598.88,4,4,3,443
SELLER_2069,16,10,664.53,4,3,3,433
SELLER_2070,244,4,310.2,2,2,2,222
SELLER_2071,212,3,264.43,2,2,2,222
SELLER_2072,71,6,421.15999999999997,3,3,2,332
SELLER_2073,182,2,609.5,2,2,3,223
SELLER_2074,285,2,202.90000000000003,1,2,1,121
SELLER_2075,5,162,24032.04,5,5,5,555
SELLER_2076,5,155,9428.31,5,5,5,555
SELLER_2077,26,21,5058.01,4,4,4,444
SELLER_2078,31,47,15621.16,4,5,5,455
SELLER_2079,67,1,511.76,3,1,2,312
SELLER_2080,46,1,42.72,3,1,1,311
SELLER_2081,9,9,442.04999999999995,5,3,2,532
SELLER_2082,16,3,468.19000000000005,4,2,2,422
SELLER_2083,18,176,28298.75,4,5,5,455
SELLER_2084,134,16,2691.1499999999996,2,4,4,244
SELLER_2085,4,2,157.36,5,2,1,521
SELLER_2086,21,3,182.72,4,2,1,421
SELLER_2087,502,1,15.22,1,1,1,111
SELLER_2088,439,2,1824.56,1,2,4,124
SELLER_2089,17,10,300.09000000000003,4,3,2,432
SELLER_2090,13,20,812.52,4,4,3,443
SELLER_2091,217,3,384.49,2,2,2,222
SELLER_2092,164,22,1969.04,2,4,4,244
SELLER_2093,49,6,802.34,3,3,3,333
SELLER_2094,35,343,124702.92,3,5,5,355
SELLER_2095,7,6,572.65,5,3,2,532
SELLER_2096,34,1,216.70999999999998,4,1,2,412
SELLER_2097,10,6,354.95,5,3,2,532
SELLER_2098,48,6,293.38,3,3,2,332
SELLER_2099,5,1093,110844.38,5,5,5,555
SELLER_2100,7,13,1019.33,5,4,3,543
SELLER_2101,33,206,19646.16,4,5,5,455
SELLER_2102,249,42,7481.55,1,5,5,155
SELLER_2103,131,2,410.41999999999996,2,2,2,222
SELLER_2104,50,37,2908.14,3,5,4,354
SELLER_2105,21,76,5763.37,4,5,5,455
SELLER_2106,14,84,7788.0599999999995,4,5,5,455
SELLER_2107,54,2,79.85,3,2,1,321
SELLER_2108,263,1,156.75,1,1,1,111
SELLER_2109,199,2,273.22,2,2,2,222
SELLER_2110,32,5,1254.35,4,3,3,433
SELLER_2111,366,115,4467.13,1,5,4,154
SELLER_2112,148,28,5542.53,2,4,5,245
SELLER_2113,43,7,895.52,3,3,3,333
SELLER_2114,502,3,1258.8,1,2,3,123
SELLER_2115,7,146,6822.87,5,5,5,555
SELLER_2116,508,1,88.91999999999999,1,1,1,111
SELLER_2117,266,43,2258.95,1,5,4,154
SELLER_2118,58,2,515.24,3,2,2,322
SELLER_2119,11,4,1680.84,5,2,4,524
SELLER_2120,72,6,1140.2,3,3,3,333
SELLER_2121,530,3,201.7,1,2,1,121
SELLER_2122,30,1,93.13,4,1,1,411
SELLER_2123,13,56,5195.84,4,5,4,454
SELLER_2124,14,30,7027.6900000000005,4,4,5,445
SELLER_2125,32,49,5704.78,4,5,5,455
SELLER_2126,16,1,356.11,4,1,2,412
SELLER_2127,409,5,1194.3,1,3,3,133
SELLER_2128,79,29,2571.1000000000004,3,4,4,344
SELLER_2129,422,3,234.04,1,2,2,122
SELLER_2130,182,46,1433.3700000000001,2,5,3,253
SELLER_2131,11,113,7425.63,5,5,5,555
SELLER_2132,13,107,49070.450000000004,4,5,5,455
SELLER_2133,5,125,17342.920000000002,5,5,5,555
SELLER_2134,32,6,674.6800000000001,4,3,3,433
SELLER_2135,11,15,981.02,5,4,3,543
SELLER_2136,7,292,11659.08,5,5,5,555
SELLER_2137,26,28,6801.92,4,4,5,445
SELLER_2138,1,481,37204.19,5,5,5,555
SELLER_2139,20,5,13273.42,4,3,5,435
SELLER_2140,100,1,60.19,2,1,1,211
SELLER_2141,7,85,18815.38,5,5,5,555
SELLER_2142,129,1,125.64,2,1,1,211
SELLER_2143,26,11,2220.91,4,4,4,444
SELLER_2144,13,6,228.05,4,3,2,432
SELLER_2145,26,41,10207.779999999999,4,5,5,455
SELLER_2146,6,95,5028.87,5,5,4,554
SELLER_2147,15,1,173.68,4,1,1,411
SELLER_2148,35,1,24.39,3,1,1,311
SELLER_2149,31,23,3358.05,4,4,4,444
SELLER_2150,119,1,65.93,2,1,1,211
SELLER_2151,4,17,331.61,5,4,2,542
SELLER_2152,61,40,6708.34,3,5,5,355
SELLER_2153,167,48,5922.25,2,5,5,255
SELLER_2154,532,1,18.560000000000002,1,1,1,111
SELLER_2155,113,6,280.27,2,3,2,232
SELLER_2156,79,17,1344.62,3,4,3,343
SELLER_2157,467,1,467.60999999999996,1,1,2,112
SELLER_2158,82,5,697.67,3,3,3,333
SELLER_2159,526,4,215.10000000000002,1,2,2,122
SELLER_2160,51,3,157.65,3,2,1,321
SELLER_2161,54,5,1079.75,3,3,3,333
SELLER_2162,485,2,278.14,1,2,2,122
SELLER_2163,535,1,19.21,1,1,1,111
SELLER_2164,7,5,1171.96,5,3,3,533
SELLER_2165,29,28,4201.79,4,4,4,444
SELLER_2166,316,9,1004.0,1,3,3,133
SELLER_2167,111,1,43.129999999999995,2,1,1,211
SELLER_2168,1,4,341.59000000000003,5,2,2,522
SELLER_2169,36,8,777.83,3,3,3,333
SELLER_2170,396,2,180.53,1,2,1,121
SELLER_2171,155,1,327.25,2,1,2,212
SELLER_2172,30,2,276.53000000000003,4,2,2,422
SELLER_2173,19,1,239.04,4,1,2,412
SELLER_2174,92,12,1076.19,2,4,3,243
SELLER_2175,10,8,767.98,5,3,3,533
SELLER_2176,9,139,15439.41,5,5,5,555
SELLER_2177,36,1,151.23,3,1,1,311
SELLER_2178,95,39,4268.0,2,5,4,254
SELLER_2179,223,3,441.6,2,2,2,222
SELLER_2180,6,2,317.42999999999995,5,2,2,522
SELLER_2181,102,1,922.8399999999999,2,1,3,213
SELLER_2182,75,28,1580.79,3,4,3,343
SELLER_2183,20,4,148.7,4,2,1,421
SELLER_2184,383,11,446.65999999999997,1,4,2,142
SELLER_2185,28,13,13539.5,4,4,5,445
SELLER_2186,138,27,3347.25,2,4,4,244
SELLER_2187,16,4,232.82,4,2,2,422
SELLER_2188,54,2,88.74,3,2,1,321
SELLER_2189,19,2,255.59000000000003,4,2,2,422
SELLER_2190,179,1,133.8,2,1,1,211
SELLER_2191,11,55,15964.85,5,5,5,555
SELLER_2192,15,99,15101.77,4,5,5,455
SELLER_2193,79,18,2188.86,3,4,4,344
SELLER_2194,6,1873,222699.75,5,5,5,555
SELLER_2195,215,3,230.8,2,2,2,222
SELLER_2196,20,20,631.35,4,4,3,443
SELLER_2197,660,1,30.22,1,1,1,111
SELLER_2198,239,50,6906.49,2,5,5,255
SELLER_2199,7,35,7478.74,5,4,5,545
SELLER_2200,22,11,1766.14,4,4,4,444
SELLER_2201,8,7,210.03,5,3,2,532
SELLER_2202,89,6,1994.26,3,3,4,334
SELLER_2203,16,5,2012.56,4,3,4,434
SELLER_2204,261,2,257.46,1,2,2,122
SELLER_2205,383,5,927.8299999999999,1,3,3,133
SELLER_2206,10,26,1689.27,5,4,4,544
SELLER_2207,281,1,254.01,1,1,2,112
SELLER_2208,362,6,226.81,1,3,2,132
SELLER_2209,6,299,42009.24,5,5,5,555
SELLER_2210,512,1,107.01,1,1,1,111
SELLER_2211,20,5,7579.55,4,3,5,435
SELLER_2212,13,4,1028.46,4,2,3,423
SELLER_2213,82,61,9281.09,3,5,5,355
SELLER_2214,102,9,566.8100000000001,2,3,2,232
SELLER_2215,450,11,2021.2,1,4,4,144
SELLER_2216,21,1,44.519999999999996,4,1,1,411
SELLER_2217,51,43,4637.0,3,5,4,354
SELLER_2218,232,3,252.73,2,2,2,222
